Orthogroup,Leersia_perrieri,Oryza_barthii,Oryza_brachyantha,Oryza_glaberrima,Oryza_glumaepatula,Oryza_meridionalis,Oryza_nivara,Oryza_punctata,Oryza_rufipogon,Oryza_sativa_IR8,Oryza_sativa_N22,Oryza_sativa_vg_indica,Oryza_sativa_vg_japonica,Total
OG0022631,1,1,0,1,1,0,1,1,1,1,1,1,1,11
OG0022632,1,1,0,0,1,1,1,1,1,1,1,1,1,11
OG0022633,1,2,0,1,1,0,1,1,1,1,0,1,1,11
OG0022634,1,1,1,0,1,1,1,1,1,0,1,1,1,11
OG0022635,1,1,0,0,1,0,1,1,1,2,1,1,1,11
OG0022636,1,0,0,1,1,1,1,1,1,1,1,1,1,11
OG0022637,1,1,0,1,1,1,1,1,1,1,1,1,0,11
OG0022638,1,1,1,0,0,1,1,1,1,1,1,1,1,11
OG0022639,1,1,1,1,0,2,0,1,1,0,1,1,1,11
OG0022640,1,1,1,0,1,0,1,1,1,1,1,1,1,11
OG0022641,1,1,1,0,1,0,1,1,1,1,1,1,1,11
OG0022642,1,1,1,0,0,1,0,2,2,0,0,1,2,11
OG0022643,1,1,1,1,1,0,1,1,1,0,1,1,1,11
OG0022644,1,1,0,1,1,1,1,0,1,1,1,1,1,11
OG0022645,2,0,0,0,1,1,1,0,1,3,0,1,1,11
OG0022646,1,1,0,0,1,1,1,1,1,1,1,1,1,11
OG0022647,1,1,0,1,1,0,1,1,1,1,1,1,1,11
OG0022648,1,0,0,0,0,3,1,2,1,0,1,0,2,11
OG0022649,1,0,0,1,1,1,1,1,1,1,2,0,1,11
OG0022650,1,1,1,0,1,0,2,2,1,0,0,1,1,11
OG0022651,1,1,0,1,1,1,1,1,1,1,0,1,1,11
OG0023428,1,1,1,1,1,1,1,0,1,0,0,1,1,10
OG0023429,1,1,1,1,1,0,1,1,1,0,0,1,1,10
OG0023430,1,0,1,1,1,1,0,1,1,1,0,1,1,10
OG0023431,3,1,1,0,1,0,1,1,1,0,0,0,1,10
OG0023432,1,1,0,1,1,1,1,0,1,1,0,1,1,10
OG0023433,1,1,0,0,1,1,1,0,2,0,2,0,1,10
OG0023434,1,1,0,0,1,0,1,1,1,1,1,2,0,10
OG0023435,1,0,0,1,1,1,1,2,1,0,0,1,1,10
OG0023436,1,1,1,0,1,1,0,1,1,1,1,0,1,10
OG0023437,3,0,0,0,0,1,1,0,1,1,1,1,1,10
OG0023438,1,0,0,1,1,1,1,1,1,1,1,0,1,10
OG0023439,1,0,1,0,1,0,1,1,1,1,1,1,1,10
OG0023440,1,0,0,1,0,1,1,1,1,1,1,1,1,10
OG0023441,1,0,0,1,1,1,1,1,1,1,1,0,1,10
OG0023442,1,0,0,1,1,0,1,1,1,1,1,1,1,10
OG0023443,1,1,1,1,1,0,1,1,1,1,0,0,1,10
OG0023444,1,0,0,1,1,1,1,0,1,1,1,1,1,10
OG0023445,1,1,0,0,1,1,1,1,1,1,0,1,1,10
OG0023446,1,1,0,1,1,0,1,1,1,0,1,1,1,10
OG0023447,1,1,0,1,1,0,1,0,1,1,1,1,1,10
OG0023448,1,1,1,0,1,1,1,1,1,0,1,1,0,10
OG0023449,1,0,2,0,1,1,1,4,0,0,0,0,0,10
OG0023451,3,0,0,0,2,1,0,2,0,1,0,1,0,10
OG0023452,1,1,0,1,1,0,1,1,1,1,0,1,1,10
OG0023453,1,1,0,1,1,1,1,0,1,0,1,1,1,10
OG0023454,1,1,1,1,1,0,1,1,1,0,0,1,1,10
OG0023455,1,0,0,1,1,1,1,0,1,0,2,1,1,10
OG0023456,1,0,0,1,1,1,1,1,1,1,0,1,1,10
OG0023457,1,1,1,0,1,1,1,1,1,1,0,0,1,10
OG0023458,1,0,1,0,1,1,1,1,1,1,1,0,1,10
OG0023459,1,0,1,0,1,0,1,1,1,0,2,1,1,10
OG0023460,2,1,0,2,1,0,1,1,1,0,0,1,0,10
OG0023461,1,1,1,2,1,0,1,0,0,1,0,1,1,10
OG0023462,1,1,0,1,0,0,1,1,1,1,1,1,1,10
OG0023463,1,0,1,0,1,1,1,1,1,1,1,1,0,10
OG0023464,1,1,0,0,1,0,1,1,1,1,1,1,1,10
OG0023465,1,1,1,0,1,0,1,2,1,0,0,1,1,10
OG0023466,1,1,1,1,1,0,1,0,1,1,1,1,0,10
OG0023467,1,1,0,1,1,0,1,1,1,0,1,1,1,10
OG0023468,1,1,0,0,1,0,1,1,1,1,1,1,1,10
OG0023469,1,1,0,1,1,1,1,1,1,0,0,1,1,10
OG0023470,1,0,0,0,1,1,1,1,1,1,1,1,1,10
OG0023471,2,0,0,1,1,1,1,1,0,0,1,1,1,10
OG0023472,1,1,0,0,1,2,0,3,1,0,0,0,1,10
OG0023474,1,0,0,1,1,1,1,1,1,1,0,1,1,10
OG0023475,1,1,0,1,1,1,1,1,1,0,0,1,1,10
OG0023476,1,1,0,0,1,1,1,1,1,1,0,1,1,10
OG0023477,1,1,0,1,1,1,1,0,1,0,1,1,1,10
OG0023478,1,1,1,1,1,0,0,1,1,1,1,1,0,10
OG0023479,1,1,1,0,1,1,1,1,1,0,0,1,1,10
OG0023480,1,1,1,1,1,1,1,1,1,0,0,1,0,10
OG0023481,1,1,0,1,1,1,1,1,1,0,0,1,1,10
OG0023482,1,1,1,1,1,1,1,1,0,1,0,1,0,10
OG0023483,2,0,0,1,1,1,1,0,1,1,1,0,1,10
OG0023484,1,1,1,0,1,1,1,0,1,0,1,1,1,10
OG0023485,1,1,0,1,1,1,1,0,1,0,1,1,1,10
OG0023486,1,1,0,0,1,1,1,1,1,0,1,1,1,10
OG0023487,1,1,1,1,1,1,1,0,1,1,0,0,1,10
OG0023488,1,0,0,0,0,1,1,0,1,1,3,1,1,10
OG0023489,1,1,1,1,1,0,1,1,1,0,0,1,1,10
OG0023490,1,0,1,1,1,0,1,1,1,1,0,1,1,10
OG0023491,1,2,0,0,1,1,1,0,0,2,1,1,0,10
OG0023492,1,0,1,0,0,0,1,2,1,1,1,1,1,10
OG0023493,1,1,0,1,1,0,1,1,1,1,0,1,1,10
OG0023494,1,1,1,1,0,3,0,0,0,1,1,1,0,10
OG0023495,1,0,1,1,2,1,1,1,1,0,0,1,0,10
OG0023496,1,1,0,1,1,1,0,1,0,1,1,1,1,10
OG0023497,1,1,1,1,1,0,0,1,1,1,1,1,0,10
OG0023498,2,1,4,1,0,1,0,0,0,0,0,1,0,10
OG0023499,1,0,1,1,1,1,1,1,1,0,0,1,1,10
OG0023500,1,0,1,0,0,1,1,1,0,1,1,1,2,10
OG0023501,2,0,1,1,0,1,1,1,1,0,0,0,2,10
OG0023502,2,1,0,0,1,1,1,1,1,0,0,1,1,10
OG0023503,1,1,0,1,1,0,1,2,0,1,1,0,1,10
OG0023505,2,0,0,2,2,1,0,1,1,0,0,0,1,10
OG0023506,1,1,0,1,1,0,0,1,1,1,1,1,1,10
OG0023507,1,0,1,1,1,0,0,1,1,1,1,1,1,10
OG0023508,1,1,0,0,1,0,1,1,1,1,1,1,1,10
OG0023510,1,0,0,0,1,1,1,1,1,1,1,1,1,10
OG0023511,1,1,0,0,1,0,1,1,1,1,1,1,1,10
OG0023512,1,1,0,1,1,1,1,0,1,1,0,1,1,10
OG0023513,2,0,0,1,0,1,1,1,1,0,1,1,1,10
OG0023514,1,1,1,1,1,1,0,1,0,1,1,1,0,10
OG0023515,3,0,0,0,1,0,1,2,0,1,0,1,1,10
OG0023516,1,1,0,1,1,0,1,0,1,1,1,1,1,10
OG0023518,1,1,0,1,1,0,1,1,1,1,0,1,1,10
OG0023519,1,0,0,0,1,1,1,1,2,0,1,1,1,10
OG0023520,1,1,1,1,1,0,0,2,1,0,0,1,1,10
OG0023521,1,0,1,1,1,1,1,0,1,1,1,0,1,10
OG0023522,1,1,2,1,0,1,1,1,0,0,0,1,1,10
OG0023523,1,0,0,1,1,1,1,0,1,0,2,1,1,10
OG0023524,1,0,1,0,1,1,0,1,1,1,1,1,1,10
OG0023525,1,1,0,0,1,0,1,1,1,1,1,1,1,10
OG0023526,1,1,1,1,1,1,1,1,1,0,0,1,0,10
OG0023527,1,1,1,0,1,1,1,1,1,0,0,1,1,10
OG0023528,1,1,0,1,1,2,1,0,1,1,0,1,0,10
OG0023529,1,1,0,1,1,0,1,2,1,0,0,1,1,10
OG0023530,1,1,0,1,1,1,2,0,1,0,0,1,1,10
OG0023531,1,1,0,0,1,0,1,1,1,1,1,1,1,10
OG0023532,1,0,0,1,1,1,1,1,1,0,1,1,1,10
OG0023533,1,1,1,1,1,0,1,1,1,0,0,1,1,10
OG0023534,1,1,1,1,1,0,1,1,1,0,0,1,1,10
OG0023535,1,0,0,1,1,1,1,1,1,0,1,1,1,10
OG0023536,1,1,0,1,2,0,0,1,1,1,0,1,1,10
OG0023537,1,1,1,1,1,0,1,1,1,0,0,1,1,10
OG0023538,1,1,0,1,1,1,1,0,1,1,0,1,1,10
OG0023539,1,1,1,1,1,0,1,1,1,0,0,1,1,10
OG0023540,1,1,1,0,1,0,1,1,1,1,1,1,0,10
OG0023541,1,1,1,1,1,1,0,0,1,0,1,1,1,10
OG0023542,1,1,1,0,1,0,1,1,1,1,0,1,1,10
OG0023543,2,0,0,1,2,0,0,1,1,0,1,1,1,10
OG0023544,1,1,1,1,1,1,0,1,1,0,0,1,1,10
OG0023545,2,1,1,1,1,1,1,1,0,0,0,1,0,10
OG0023546,2,0,1,0,1,3,1,0,1,0,1,0,0,10
OG0023547,1,1,1,1,1,1,0,1,1,1,1,0,0,10
OG0023548,1,0,0,1,1,1,1,1,1,1,0,1,1,10
OG0023549,1,1,1,1,1,1,1,0,1,0,0,1,1,10
OG0023550,1,1,0,1,1,1,1,1,1,0,0,1,1,10
OG0023551,1,1,1,1,1,1,1,0,1,0,1,0,1,10
OG0023552,1,1,1,1,1,0,1,1,1,0,0,1,1,10
OG0023553,1,1,1,1,1,0,1,1,1,0,0,1,1,10
OG0023554,1,0,0,1,1,2,1,0,0,1,2,1,0,10
OG0023555,1,1,1,1,1,0,1,1,2,0,0,0,1,10
OG0023556,1,1,1,1,1,0,1,1,1,0,0,1,1,10
OG0023557,1,1,0,1,1,1,0,1,1,1,0,1,1,10
OG0023558,1,1,0,1,1,0,1,1,1,1,1,1,0,10
OG0023559,1,1,2,1,1,0,1,1,1,0,0,0,1,10
OG0023560,1,1,0,1,1,1,1,1,1,0,0,1,1,10
OG0023561,1,0,0,1,1,1,1,1,1,0,1,1,1,10
OG0023563,1,1,0,1,1,1,1,1,1,0,0,1,1,10
OG0023564,1,0,1,1,1,1,1,1,1,0,0,1,1,10
OG0023565,1,1,1,1,1,1,1,0,1,0,0,1,1,10
OG0023566,1,1,0,0,1,0,1,1,1,1,1,1,1,10
OG0023567,1,1,0,1,1,0,1,1,1,0,1,1,1,10
OG0023568,2,0,0,1,0,0,1,1,1,1,1,1,1,10
OG0023569,2,0,0,1,1,1,1,1,0,1,0,1,1,10
OG0023570,1,1,0,1,1,1,1,1,1,0,0,1,1,10
OG0023571,1,0,1,0,1,1,1,1,1,0,1,1,1,10
OG0023572,1,1,1,1,1,1,0,0,0,2,1,1,0,10
OG0023573,1,1,2,1,1,0,1,0,1,1,0,0,1,10
OG0023574,1,1,0,0,1,0,1,1,1,1,1,1,1,10
OG0023575,1,1,1,0,1,1,1,1,1,0,0,1,1,10
OG0023576,1,1,0,0,1,1,1,1,1,1,0,1,1,10
OG0023577,1,0,0,1,1,1,1,1,1,1,0,1,1,10
OG0023578,1,1,1,1,0,0,0,1,1,1,1,1,1,10
OG0023579,1,1,1,1,0,1,0,2,1,0,0,1,1,10
OG0023580,1,0,1,1,1,1,0,1,1,1,1,1,0,10
OG0023581,1,1,1,1,1,0,1,1,1,0,0,1,1,10
OG0023582,1,0,0,1,1,1,1,0,1,1,1,1,1,10
OG0023583,1,2,0,0,1,0,2,0,0,2,1,0,1,10
OG0023584,1,2,0,1,0,0,1,2,1,0,0,1,1,10
OG0023585,1,1,0,1,1,1,1,1,1,0,0,1,1,10
OG0023586,1,1,1,1,1,0,1,1,1,0,0,1,1,10
OG0023587,1,1,0,1,1,1,1,1,1,0,0,1,1,10
OG0023588,2,1,0,1,1,0,1,0,1,1,0,1,1,10
OG0023589,1,0,0,1,1,1,1,1,1,0,1,1,1,10
OG0023590,1,1,1,0,1,0,1,1,1,1,1,0,1,10
OG0023591,1,1,1,1,1,1,1,1,1,1,0,0,0,10
OG0023592,1,0,1,1,1,1,1,1,1,0,0,1,1,10
OG0023593,1,1,1,1,1,1,1,0,1,0,0,1,1,10
OG0023594,1,0,1,0,0,0,0,0,1,3,1,1,2,10
OG0023595,1,1,0,1,0,1,1,0,1,1,1,1,1,10
OG0023596,1,1,1,1,1,1,0,1,1,0,0,1,1,10
OG0023597,1,1,0,1,1,0,1,0,1,1,1,1,1,10
OG0023598,1,1,2,1,1,1,0,1,1,0,1,0,0,10
OG0023599,1,1,1,0,1,0,1,1,1,1,0,1,1,10
OG0023600,2,1,0,1,0,0,1,0,1,1,1,1,1,10
OG0023601,1,1,0,0,1,1,1,1,1,0,1,1,1,10
OG0023602,1,1,0,1,1,1,1,1,1,0,0,1,1,10
OG0023603,1,0,0,1,0,1,1,1,1,1,2,0,1,10
OG0023604,1,1,1,1,1,0,1,1,1,0,0,1,1,10
OG0023605,1,1,0,0,1,0,1,1,1,1,1,1,1,10
OG0023606,1,1,0,1,2,0,1,1,1,1,0,1,0,10
OG0023607,1,1,1,0,2,1,1,0,2,0,0,0,1,10
OG0023608,1,2,1,1,1,1,0,1,1,0,0,1,0,10
OG0023609,1,1,0,1,1,0,1,0,2,1,1,1,0,10
OG0023610,1,0,1,1,1,1,0,1,0,1,1,1,1,10
OG0023611,1,0,1,1,0,0,1,1,1,1,1,1,1,10
OG0023612,3,0,0,0,0,1,1,0,1,1,1,1,1,10
OG0023613,1,1,1,1,0,1,1,2,1,0,0,1,0,10
OG0023614,1,1,1,0,1,1,1,1,1,0,0,1,1,10
OG0023615,1,0,1,1,1,1,1,1,1,1,0,1,0,10
OG0023616,1,0,0,1,1,1,1,1,1,0,1,1,1,10
OG0023617,2,1,1,1,0,0,1,1,0,0,1,1,1,10
OG0023618,1,1,0,1,1,1,1,1,1,0,0,1,1,10
OG0023619,1,1,0,1,1,0,1,1,1,1,0,1,1,10
OG0023620,1,1,1,1,0,1,1,1,1,0,0,1,1,10
OG0023621,1,1,0,0,1,0,1,1,1,0,2,1,1,10
OG0023622,1,0,1,0,1,1,1,1,1,1,0,1,1,10
OG0023623,1,1,1,1,1,0,1,1,1,0,0,1,1,10
OG0023624,1,1,0,1,1,0,1,1,1,1,0,1,1,10
OG0023625,1,1,0,1,1,0,1,1,1,0,1,1,1,10
OG0023626,1,1,0,0,1,1,1,0,1,1,1,1,1,10
OG0023627,1,1,1,1,1,1,0,1,1,0,1,0,1,10
OG0023628,1,1,0,1,1,1,1,1,1,0,0,1,1,10
OG0023629,1,1,0,1,1,1,1,0,1,0,1,1,1,10
OG0023630,1,1,0,1,1,1,1,0,1,0,1,1,1,10
OG0023631,1,1,1,1,1,0,1,1,1,1,1,0,0,10
OG0023632,1,1,0,1,1,0,2,0,1,1,0,1,1,10
OG0023633,2,1,0,1,1,0,1,1,1,0,0,1,1,10
OG0023634,1,1,1,0,1,1,1,1,1,0,0,1,1,10
OG0023635,2,1,0,1,1,1,1,0,1,0,1,0,1,10
OG0023636,1,1,0,0,1,0,1,1,1,1,1,1,1,10
OG0023637,1,0,0,0,1,2,0,2,2,0,0,1,1,10
OG0023638,1,0,1,1,0,0,1,1,1,1,1,1,1,10
OG0023639,1,1,1,1,0,0,1,0,1,2,0,1,1,10
OG0023640,1,1,0,0,1,0,1,1,1,1,1,1,1,10
OG0023641,1,0,0,0,1,1,1,1,1,2,0,1,1,10
OG0023642,1,1,1,0,3,0,0,0,1,1,1,0,1,10
OG0023643,2,1,0,1,0,0,1,0,1,1,1,1,1,10
OG0023644,2,0,1,0,1,0,1,0,0,2,2,1,0,10
OG0023645,1,1,0,1,0,0,1,1,1,1,1,1,1,10
OG0023646,1,0,0,1,1,1,1,1,1,0,1,1,1,10
OG0023647,1,1,0,1,1,0,1,1,1,0,1,2,0,10
OG0023648,1,1,1,1,0,0,1,1,1,0,1,1,1,10
OG0023649,1,1,1,1,1,0,1,1,1,0,0,1,1,10
OG0023650,1,1,0,0,1,1,1,1,1,1,1,0,1,10
OG0023651,1,0,0,1,1,0,1,1,1,1,1,1,1,10
OG0023652,1,1,0,1,1,1,1,1,1,0,0,1,1,10
OG0023653,1,1,0,1,1,1,1,1,1,0,0,1,1,10
OG0023654,1,1,1,1,1,1,1,0,1,0,0,1,1,10
OG0023655,1,0,1,1,0,0,0,1,1,1,2,1,1,10
OG0023656,1,1,1,1,1,1,1,0,1,0,0,1,1,10
OG0023657,1,1,0,0,1,1,1,0,1,1,1,1,1,10
OG0023658,1,1,0,0,0,1,1,1,1,1,1,1,1,10
OG0023659,1,0,2,0,1,0,0,1,1,2,2,0,0,10
OG0023660,1,1,0,1,1,2,0,1,1,0,0,1,1,10
OG0023661,1,1,1,1,1,0,1,1,1,0,0,1,1,10
OG0023662,1,1,1,1,0,1,0,2,0,1,1,1,0,10
OG0023663,1,1,1,1,0,1,1,1,0,1,1,1,0,10
OG0023664,1,1,0,1,1,2,1,0,1,1,1,0,0,10
OG0023665,1,1,0,1,1,0,0,2,1,0,0,2,1,10
OG0023666,1,1,0,1,1,0,1,0,1,1,1,1,1,10
OG0023667,1,1,0,1,1,1,1,0,1,1,0,1,1,10
OG0023668,1,1,0,1,1,0,1,1,1,1,0,1,1,10
OG0023669,1,0,0,0,1,1,1,1,1,1,1,1,1,10
OG0023670,1,1,0,0,1,1,1,1,1,0,1,1,1,10
OG0023671,1,1,0,1,1,0,1,1,0,1,1,1,1,10
OG0023672,1,1,1,2,0,1,1,1,0,0,0,1,1,10
OG0023673,1,1,0,1,1,0,1,1,1,1,1,0,1,10
OG0023674,1,1,1,0,1,0,1,1,1,0,0,1,2,10
OG0023675,1,1,0,0,1,0,1,1,1,1,1,1,1,10
OG0023676,1,1,0,0,1,1,1,1,1,1,1,0,1,10
OG0023677,1,1,1,1,1,0,0,1,0,1,1,1,1,10
OG0023678,1,0,0,1,1,2,1,1,0,1,0,1,1,10
OG0023679,1,0,1,1,1,1,1,1,1,0,0,1,1,10
OG0023680,1,1,0,1,1,1,1,1,0,1,1,0,1,10
OG0023681,1,1,0,1,1,1,1,1,1,0,0,1,1,10
OG0023682,1,1,0,0,1,1,1,1,1,0,1,1,1,10
OG0023683,1,2,0,1,2,0,0,0,0,2,0,1,1,10
OG0023684,1,1,1,2,0,1,1,0,1,0,0,1,1,10
OG0023685,1,1,0,1,1,0,1,1,1,1,1,0,1,10
OG0023686,1,1,0,2,1,0,1,0,1,1,1,0,1,10
OG0023687,1,1,0,0,1,1,1,1,1,1,0,1,1,10
OG0023688,1,1,1,1,1,1,1,0,1,0,0,1,1,10
OG0023689,1,1,0,1,0,1,1,0,1,1,1,1,1,10
OG0023690,1,0,1,0,0,0,1,1,1,1,1,2,1,10
OG0023691,1,0,0,0,1,0,1,1,0,1,2,2,1,10
OG0023692,1,1,0,1,1,0,1,1,1,1,0,1,1,10
OG0023693,1,0,0,1,1,1,1,1,1,1,0,1,1,10
OG0023694,1,0,1,1,1,1,1,1,1,0,1,0,1,10
OG0023695,1,1,0,0,0,1,1,1,1,1,1,1,1,10
OG0023696,1,1,1,1,1,0,1,1,0,1,1,1,0,10
OG0023697,1,1,1,0,1,0,1,1,0,1,1,1,1,10
OG0023698,1,1,0,0,2,0,2,0,0,2,2,0,0,10
OG0023699,1,0,0,1,1,1,1,1,1,0,1,1,1,10
OG0023700,1,1,1,1,0,1,0,1,0,1,1,1,1,10
OG0023701,1,0,0,0,1,1,1,1,1,1,1,1,1,10
OG0023702,1,1,0,0,1,0,1,1,1,1,1,1,1,10
OG0023703,1,0,0,1,1,1,1,0,1,0,2,1,1,10
OG0023704,1,1,0,1,1,1,1,1,1,0,0,1,1,10
OG0023705,1,1,0,0,1,0,1,1,1,1,1,1,1,10
OG0023706,3,1,1,1,0,0,1,0,1,0,0,1,1,10
OG0023707,1,1,1,1,0,0,1,1,0,1,1,1,1,10
OG0023708,1,1,0,0,1,1,1,1,1,0,1,1,1,10
OG0023709,1,1,1,0,1,0,1,0,1,1,1,1,1,10
OG0023710,1,0,0,0,0,2,0,2,1,1,1,1,1,10
OG0023711,1,1,2,1,1,0,1,1,0,0,0,1,1,10
OG0023712,1,0,0,1,1,0,1,0,1,0,1,1,3,10
OG0023713,1,1,0,1,1,0,1,1,1,1,0,1,1,10
OG0023714,1,0,0,0,2,0,1,0,1,2,1,1,1,10
OG0023715,1,0,0,1,1,1,1,0,1,2,0,1,1,10
OG0023716,1,1,0,1,1,0,0,1,1,2,1,1,0,10
OG0023717,2,0,1,1,1,0,0,1,1,1,0,1,1,10
OG0023718,1,0,1,0,1,1,1,0,1,1,0,2,1,10
OG0023719,1,1,1,0,1,0,1,1,1,1,1,1,0,10
OG0023720,1,1,0,0,1,0,1,1,1,1,1,1,1,10
OG0023721,1,1,0,1,1,0,1,1,1,1,0,1,1,10
OG0023722,1,1,0,1,0,0,1,1,1,1,0,1,2,10
OG0023723,1,1,0,1,0,1,1,1,0,1,1,1,1,10
OG0023724,1,1,0,1,1,1,1,1,1,0,0,1,1,10
OG0023725,1,0,0,1,1,1,1,1,1,1,1,0,1,10
OG0023726,1,0,0,1,1,1,1,1,1,0,1,1,1,10
OG0023727,2,0,1,1,1,2,0,2,0,0,1,0,0,10
OG0023728,1,1,0,0,1,1,1,0,1,1,1,1,1,10
OG0023729,1,1,1,1,1,1,0,2,0,1,0,1,0,10
OG0023730,1,1,0,0,2,0,1,1,1,1,0,1,1,10
OG0023731,2,1,0,0,1,2,0,1,1,0,1,0,1,10
OG0023732,1,1,0,1,0,1,1,1,1,1,0,1,1,10
OG0023733,1,1,0,1,1,0,1,0,1,1,1,1,1,10
OG0023734,1,1,0,0,1,0,1,1,1,1,1,1,1,10
OG0023735,1,1,0,0,1,1,1,0,1,1,1,1,1,10
OG0023736,1,1,0,1,1,1,1,1,1,0,0,1,1,10
OG0023737,1,0,1,0,2,0,1,0,1,2,2,0,0,10
OG0023738,1,1,0,1,1,1,1,0,1,1,0,1,1,10
OG0023739,2,0,0,1,3,1,0,0,1,1,1,0,0,10
OG0023740,2,1,1,1,1,1,0,1,0,0,0,1,1,10
OG0023741,1,1,2,0,0,0,0,1,2,1,2,0,0,10
OG0023742,1,1,1,0,1,0,1,1,1,1,0,1,1,10
OG0023743,1,1,1,0,1,0,1,0,1,1,1,1,1,10
OG0023744,1,1,1,0,1,0,1,1,1,1,1,0,1,10
OG0023745,1,1,1,0,1,1,1,1,0,0,1,1,1,10
OG0023746,1,1,0,1,1,1,1,1,1,0,0,1,1,10
OG0023747,1,1,0,1,1,0,1,1,1,1,0,1,1,10
OG0023748,1,1,2,1,1,0,1,0,0,1,0,1,1,10
OG0023749,1,0,0,1,1,0,1,1,1,1,1,1,1,10
OG0023750,1,0,0,1,0,1,1,1,1,1,1,1,1,10
OG0023751,1,0,2,1,1,1,0,1,1,1,0,1,0,10
OG0023752,1,1,1,0,0,1,1,1,1,1,1,1,0,10
OG0023753,1,1,0,1,1,1,1,0,1,1,1,1,0,10
OG0023754,1,1,0,1,1,1,1,1,1,0,0,1,1,10
OG0023755,1,0,0,1,1,1,1,1,1,1,0,1,1,10
OG0023756,1,1,0,1,1,0,1,1,1,1,1,1,0,10
OG0023757,1,1,1,0,1,1,1,1,1,0,0,1,1,10
OG0023758,3,1,0,0,1,0,1,1,1,1,0,0,1,10
OG0023759,1,1,0,1,1,1,1,1,0,1,1,0,1,10
OG0023760,1,1,0,1,1,1,1,1,1,1,0,0,1,10
OG0023761,2,1,0,0,1,1,1,0,1,1,0,1,1,10
OG0023762,1,1,0,0,1,0,1,0,1,2,0,1,2,10
OG0023763,1,1,0,1,0,1,1,1,1,0,1,1,1,10
OG0023764,1,0,0,1,1,1,1,0,1,1,1,1,1,10
OG0023765,1,2,0,1,2,1,2,0,0,0,0,0,1,10
OG0023766,1,1,0,0,1,0,1,1,1,1,1,1,1,10
OG0023767,1,1,0,1,0,0,1,0,1,1,1,1,2,10
OG0023768,1,1,0,1,1,0,1,1,1,1,0,1,1,10
OG0023769,1,1,0,1,1,0,1,1,1,0,1,1,1,10
OG0023770,1,1,1,0,1,1,1,2,1,0,0,1,0,10
OG0023771,1,1,1,0,1,1,0,1,1,0,0,1,2,10
OG0023772,1,0,0,0,1,1,1,1,1,1,1,1,1,10
OG0023773,1,1,0,0,1,0,1,1,1,1,1,1,1,10
OG0023774,1,1,0,1,1,0,1,1,1,1,0,1,1,10
OG0023775,1,1,0,1,0,1,1,1,1,1,0,1,1,10
OG0023776,1,1,0,1,1,0,1,1,1,0,1,1,1,10
OG0023777,1,1,1,1,1,1,1,0,1,0,0,1,1,10
OG0023778,1,1,1,1,1,1,0,1,1,0,0,1,1,10
OG0023779,1,1,0,0,1,1,1,0,1,1,1,1,1,10
OG0023780,1,1,0,0,0,0,1,2,1,1,1,1,1,10
OG0023781,1,0,1,0,1,0,1,1,1,1,1,1,1,10
OG0023782,1,1,0,0,1,0,0,1,1,1,2,1,1,10
OG0023783,1,1,0,0,0,1,1,0,1,1,1,2,1,10
OG0023784,1,1,0,1,1,1,1,0,1,0,2,0,1,10
OG0023785,1,1,0,1,1,0,1,1,1,0,1,1,1,10
OG0023786,1,1,0,1,1,2,1,0,0,1,0,1,1,10
OG0023787,1,1,1,1,1,1,1,1,0,0,0,1,1,10
OG0023788,1,1,0,1,1,0,1,1,1,0,1,1,1,10
OG0023789,1,1,0,0,1,0,1,1,1,1,1,1,1,10
OG0023790,1,1,2,1,1,1,0,1,1,0,0,0,1,10
OG0023791,2,1,0,1,1,0,1,1,1,0,0,1,1,10
OG0023792,1,1,1,1,1,0,1,1,1,0,0,1,1,10
OG0023793,1,1,0,0,1,0,1,1,1,1,1,1,1,10
OG0023794,1,1,0,1,1,1,0,0,1,1,1,1,1,10
OG0023795,1,1,0,0,1,0,1,1,1,1,1,1,1,10
OG0023796,1,0,0,1,1,1,1,1,1,0,2,0,1,10
OG0023797,1,2,0,1,1,0,1,1,1,0,0,1,1,10
OG0023798,1,1,0,1,1,0,1,1,1,0,1,1,1,10
OG0023799,1,1,0,1,1,1,1,1,1,0,0,1,1,10
OG0023800,1,1,0,1,1,1,2,0,0,1,1,1,0,10
OG0023801,3,1,0,1,1,0,0,0,1,0,1,1,1,10
OG0023802,1,1,1,0,1,0,1,1,1,1,0,1,1,10
OG0023803,1,0,0,1,1,0,1,1,1,1,1,1,1,10
OG0023804,1,1,1,1,1,0,1,1,1,0,0,1,1,10
OG0023805,1,1,1,1,1,1,1,0,1,0,0,1,1,10
OG0023806,1,1,0,1,1,1,0,0,1,1,1,1,1,10
OG0023807,3,2,0,0,0,2,1,0,1,0,1,0,0,10
OG0023808,1,1,0,1,0,1,1,0,0,1,1,2,1,10
OG0023809,1,1,1,1,1,0,1,1,1,0,0,1,1,10
OG0023810,1,1,1,0,0,0,1,1,0,2,0,2,1,10
OG0023811,1,1,0,0,1,0,1,1,1,1,1,1,1,10
OG0023812,1,1,1,1,0,1,1,1,0,0,1,1,1,10
OG0023813,1,2,1,1,1,0,0,2,1,0,0,0,1,10
OG0023814,1,1,0,0,1,1,1,1,1,1,0,1,1,10
OG0023815,1,1,1,0,1,1,1,1,1,0,0,1,1,10
OG0023816,1,0,0,0,1,1,1,1,1,1,1,1,1,10
OG0023817,1,1,0,0,1,0,1,1,1,1,1,1,1,10
OG0023818,1,1,0,0,1,0,1,1,1,1,0,2,1,10
OG0023819,1,1,0,0,1,1,1,1,1,1,1,0,1,10
